Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,el,"As regards my answers to these questions, I would refer the honourable Members to my statement.","όσον αφορά τις απαντήσεις μου σε αυτά τα ερωτήματα, θα παραπέμψω τα αξιοσημείωτα μέλη στη δήλωση μου.",σχετικά με τις απαντήσεις αυτές παραπέμπω τους κ. βουλευτές στη δήλωσή μου.
alirezamsh/small100,el,"Insurance mediation by banks is no different from the rest of the mediation activity, and would not need regulation of its own.",η ασφαλιστική διαμεσολάβηση από τις τράπεζες δεν διαφέρει από την υπόλοιπη δραστηριότητα διαμεσολάβησης και δεν θα χρειαστεί τη δική της ρύθμιση.,η πώληση ασφαλειών από χρηματοπιστωτικά ιδρύματα εμπίπτει στην ίδια κατηγορία ασφαλιστικής διαμεσολάβησης με τις υπόλοιπες και άρα δεν απαιτεί ειδικούς κανόνες.
alirezamsh/small100,el,It is important to debate this.,είναι σημαντικό να συζητήσουμε αυτό.,είναι σημαντικό να το συζητήσουμε αυτό.
alirezamsh/small100,el,Sudan and South Sudan (motions for resolutions tabled): see Minutes,σουδάν και νότιο σουδάν (αποτάξεις για ψηφίσματα),σουδάν και νότιο σουδάν (προτάσεις ψηφίσματος που έχουν κατατεθεί ): βλ. συνοπτικά πρακτικά
alirezamsh/small100,el,"Since then, relations in that country have become unyielding and extremely intolerant.","από τότε, οι σχέσεις σε αυτή τη χώρα έχουν γίνει απρόθυμες και εξαιρετικά ανυπόφορες.","έκτοτε, οι σχέσεις στη χώρα αυτή έχουν γίνει άκαμπτες και εξαιρετικά ανυπόφορες."
alirezamsh/small100,el,"Please remember: 16 and 17 June represent an important stage, of course, the stage at which you had hoped to conclude these negotiations.","παρακαλούμε θυμηθείτε: οι 16 και 17 ιουνίου αποτελούν ένα σημαντικό στάδιο, φυσικά, το στάδιο στην οποία ελπίζατε να ολοκληρώσετε αυτές τις διαπραγματεύσεις.","η 16η και η 17η ιουνίου αποτελούν ένα σημαντικό, βεβαίως, σταθμό: είναι η ημερομηνία περάτωσης των διαπραγματεύσεων."
alirezamsh/small100,el,"If Pakistan is allowed to join the ranks of those countries that enjoy preferential tariff rates - in other words, if it is to be included in the so-called 'GSP+' list - then the matter could be said to have resolved itself.","αν το πακιστάν επιτρέπεται να ενταχθεί στις τάξεις εκείνων των χωρών που απολαμβάνουν προτιμησιακούς δασμολογικούς συντελεστές - με άλλα λόγια, αν πρέπει να συμπεριληφθεί στον λεγόμενο «gsp+» κατάλογο - τότε το ζήτημα θα μπορούσε να ειπωθεί ότι έχει επιλυθεί μόνος του.","εάν επιτραπεί στο πακιστάν να συμπεριληφθεί μεταξύ των χωρών που απολαμβάνουν προνομιακούς δασμολογικούς συντελεστές -εάν συμπεριληφθεί, με άλλα λόγια, στον κατάλογο των επονομαζόμενων σγπ+- τότε το ζήτημα θα λυθεί αυτομάτως."
alirezamsh/small100,el,"I will be happy to endorse this important report, which has been painstakingly prepared by my fellow member Mr Swoboda, as well, provided that the compromise amendments reflect a balanced and realistic approach.","θα είμαι χαρούμενος να υποστηρίξω αυτή την σημαντική έκθεση, η οποία έχει προετοιμαστεί σκληρά από τον συνάδελφο μου κ. swoboda, υπό την προϋπόθεση ότι οι τροποποιήσεις συμβιβασμού αντικατοπτρίζουν μια ισορροπημένη και ρεαλιστική προσέγγιση.","θα στήριζα μετά χαράς και αυτή την σημαντική έκθεση, η οποία προετοιμάστηκε επιμελώς από το συνάδελφό μου κύριο swoboda, με την προϋπόθεση ότι οι συμβιβαστικές τροπολογίες θα αντικατοπτρίζουν μια ισορροπημένη και ρεαλιστική προσέγγιση."
alirezamsh/small100,el,"Finally, I fully agree with the idea that it is necessary to set out an action plan for the EU's outermost regions, and multisectoral principles should be established which support their harmonious development and help to reduce the territorial disparities with other European regions.","τέλος, συμφωνώ πλήρως με την ιδέα ότι είναι απαραίτητο να καταρτιστεί σχέδιο δράσης για τις εξόχως απομακρυσμένες περιφέρειες της εε και ότι θα πρέπει να θεσπιστούν πολυτομεακές αρχές που υποστηρίζουν την αρμονική τους ανάπτυξη και συμβάλλουν στη μείωση των εδαφικών ανισοτήτων με άλλες ευρωπαϊκές περιφέρειες.","τέλος, συμφωνώ απολύτως με την ιδέα ότι είναι αναγκαίο να καταρτισθεί ένα σχέδιο δράσης για τις εξόχως απόκεντρες περιφέρειες της εε, και θα πρέπει να θεσπισθούν πολυτομεακές αρχές οι οποίες να στηρίζουν την αρμονική ανάπτυξή τους και να συμβάλουν στη μείωση των εδαφικών διαφορών με άλλες ευρωπαϊκές περιοχές."
alirezamsh/small100,el,"The fact is, then, that PROGRESS will also give attention to the particular problems of the Roma.",το γεγονός είναι τότε ότι η πρόοδος θα δώσει επίσης την προσοχή στα συγκεκριμένα προβλήματα των ρομά.,έτσι είναι σαφές ότι το progress θα ασχοληθεί και με τα ιδιαίτερα προβλήματα των ρομ.
alirezamsh/small100,el,"Today, with the reduction in the Structural Funds budgets, a form of unbridled competition has begun in the regions, and all of our colleagues are having a change of heart.","σήμερα, με τη μείωση των προϋπολογισμών των διαρθρωτικών ταμείων, ξεκίνησε μια μορφή απρόσκοπτου ανταγωνισμού στις περιφέρειες και όλοι οι συνάδελφοί μας έχουν μια αλλαγή καρδιά.","σήμερα, με τη μείωση των προϋπολογισμών των διαρθρωτικών ταμείων, προκλήθηκε ασυγκράτητος ανταγωνισμός στις περιφέρειες και έχουμε υπαναχώρηση όλων των συναδέλφων μας."
alirezamsh/small100,el,"Vice-President of the Commission. - Mr President, on behalf of the Commission and Commissioner Michel, I wish to share some remarks about this issue of human rights in Somalia.","αντιπρόεδρος της επιτροπής. - κύριε πρόεδρε, εξ ονόματος της επιτροπής και του επίτροπου michel, θέλω να μοιραστώ μερικές παρατηρήσεις σχετικά με αυτό το θέμα των ανθρωπίνων δικαιωμάτων στη σομαλία.","αντιπρόεδρος της επιτροπής. - κύριε πρόεδρε, εξ ονόματος της επιτροπής και του επιτρόπου michel, θα ήθελα να αναφέρω ορισμένες παρατηρήσεις σχετικά με το θέμα των ανθρωπίνων δικαιωμάτων στη σομαλία."
