Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"So we trick our brains, because our brain simply doesn't accept the fact that it doesn't really make sense.","Så vi lurar våra hjärnor, eftersom vår hjärna helt enkelt inte accepterar det faktum att det inte riktigt är meningsfullt.",Så vi lurar våra hjärnor för våra hjärnor kan helt enkelt inte acceptera det faktum att det inte riktigt går ihop.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"So I wanted to create something different, something where the process starts when you press the trigger.","Så jag ville skapa något annorlunda, något där processen börjar när man trycker på avtryckaren.","Så jag ville skapa något annorlunda, något där processen börjar när du trycker på utlösaren."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"When an arm is amputated, or a leg is amputated, for gangrene, or you lose it in war — for example, in the Iraq war, it's now a serious problem — you continue to vividly feel the presence of that missing arm, and that's called a phantom arm or a phantom leg.","När en arm amputeras, eller ett ben amputeras, för kallbrand, eller du förlorar det i krig - till exempel i Irak-kriget, är det nu ett allvarligt problem - du fortsätter att levande känna närvaron av den saknade armen, och det kallas en fantomarm eller ett fantomben.","När en arm eller ett ben amputeras på grund av kallbrand eller förloras i ett krig, till exempel kriget i Irak. Det är idag ett allvarligt problem. Man fortsätter att påtagligt känna den förlorade armens närvaro. Viken benämns fantomarm eller fantomben."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,Death: Go to ifidie.net before it's too late.,Död: Gå till ifidie.net innan det är för sent.,Döden: Gå till ifidie.net innan det är för sent
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"We often talk about how stories change the world, but we should also see how the world of identity politics affects the way stories are being circulated, read and reviewed.","Vi pratar ofta om hur berättelser förändrar världen, men vi bör också se hur identitetspolitikens värld påverkar hur berättelser cirkuleras, läses och granskas.","Vi talar ofta om hur historier kan förändra världen, men vi borde också se hur världen av identitetspolitik påverkar hur historier sprids, läses och blir recenserade."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,He was looking for a Turkish woman in the book because I happened to be one.,Han letade efter en turkisk kvinna i boken eftersom jag råkade vara en.,Han sökte en turkisk kvinna i denna bok eftersom jag råkade vara en.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,The one thing that all of them have in common is that they're going to die.,Det enda de alla har gemensamt är att de kommer att dö.,Det enda alla dessa människor har gemensamt är att de kommer att dö.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,So let me just run some viruses on my computer.,Låt mig bara köra några virus på min dator.,Så låt mig bara köra några virus på min dator.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","Hins vegar, Tenuk og Kayel fljótt áttað sig á að þeir voru ekki einn. Annar dökk skepna skotið út undan þeim, og Tenuk bara bara tókst að forðast árekstur.",Hins vegar uppgötvuðu Tenuk og Kayel skjótt að þeir voru ekki einir á ferð. Önnur dökk skepna skaust út úr skóginum fyrir neðan þá og Tenuk tókst rétt svo að forðast árekstur við hana.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","Tenuk hikaði, steig síðan til baka og gaf sér pláss. Með lágum, örlítið sársaukafullum grunt teygði líkami Tenuk út, feldurinn hans kom í staðinn fyrir vog og handleggir hans komu í staðinn fyrir vængi. Hann breytti fljótt sjálfum sér í venjulegt, ljósblátt Thraki, en augu hans voru áfram rauð.","Tenuk hikaði andartak, tók síðan tvö skref aftur á bak til að gefa sjálfum sér eilítið pláss. Hann gaf frá sér lága erfiðisstunu og svo tók líkami hans að lengjast. Feldurinn hans vék fyrir hreistri og hendur hans umbreyttust í vængi. Hann breytti sér snarlega í ljósbláan þraka. Bara augun, sem voru ennþá rauð, stungu í stúf."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","Þeir spurðu hvort hún vildi í raun láta þá inn, ólíkt fyrri sinnum þeir fóru að spyrja. Ég er enn marblettur frá síðasta skipti. Ivory chuckled frá minni. Kári hafði kastað bók á öxl þeirra, en þegar hún sá hver það var, hún baðst strax afsökunar.","Ivory velti fyrir sér hvort stúlkan myndi opna í þetta sinn, ólíkt því sem áður var. Ég er ennþá með marbletti frá því síðast, hugsaði Ivory og brosti við minninguna. Kari hafði hent bók sem hitti Ivory í öxlina, en hún hafði beðist afsökunar um leið og hún sá hver var þar á ferð."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"The ESP didn't go online immediately, let's give it a few minutes.","ESP fór ekki á netinu strax, við skulum gefa það nokkrar mínútur.","ESP-myndavélin tengdist ekki netinu alveg um leið, gefum þessu nokkrar mínútur."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","Ignacio Sánchez Recarte, framkvæmdastjóri Comité Européen des Entreprises Vins, sem er fulltrúi um 7.000 vínframleiðenda um alla Evrópu, er afneitandi áhyggjum bjórframleiðenda. Hann sagði Euronews að markaður sem stjórnast af fjölþjóðlegum brewing konglomeratum ber enga samanburð við einn sem samanst nánast eingöngu af litlum, innlendum framleiðendum.","Ignacio Sánchez Recarte, aðalritari atvinnugreinasambandsins Comité Européen des Entreprises Vins, sem fer fyrir um 7000 evrópskum vínframleiðendum, gefur lítið fyrir áhyggjur bjórframleiðenda. Hann sagði við fréttamiðilinn Euronews að markaður sem stýrt er af alþjóðlegum bruggsamsteypum eigi ekkert sameiginlegt með markaði sem samanstendur næstum alfarið af litlum, innlendum framleiðendum."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,@user4 @user3 @user5 @user6,@user4 @user3 @user5 @user6,@user4 @user3 @user5 @user6
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","Að dæma eftir ástandinu á sjúkrahúsum okkar, er ræðu SNP um bataáætlanir og aðgerðaáætlanir einfaldlega það - tala og hættuleg tala á því. Við megum ekki leyfa óhæfum stjórnmálamönnum að róa okkur í samstarfi við niðurbrot þessa mikla breska stofnun, National Health Service.","Af stöðunni á spítölum okkar að dæma er ljóst að tal Skoska þjóðarflokksins um aðgerðaáætlanir og endurreisnaráætlanir er ekkert annað en nákvæmlega það: tal, og hættulegt tal ef út í það er farið. Við megum ekki leyfa óhæfum stjórnmálamönnum að fá okkur til að líta í hina áttina og gera okkur þannig meðsek í hruni mikilvægrar breskrar stofnunar á borð við NHS-heilbrigðiskerfi landsins."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,🚨 breaking news:,brot fréttir:,🚨 nýjustu fréttir:
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,This song is encapsulates my predicament…,Þetta lag lýsir áhyggjum mínum...,þetta lag nær fullkomlega utan um vandamálið mitt
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,Both the old and the new Listing titles call it a 12V 10W panel.,Bæði gamla og nýja listi titla kalla það 12V 10W spjaldið.,Bæði gamla og nýja lýsingin segja að þetta sé 12 volta og 10 vatta sella.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Isn’t that funny? We have half the manpower left, and we can’t even refrain from hurting one another. I hastily sped up, Al’s was around the corner, so I would be fine inside. A glance behind me ensured that I was no longer being tailed as I stood in front of a bright glowing sign that read, “Alborn’s Pawnshop!” With slower steps, I entered once again–this place was more under the cover, as Alborn would often take in people who’d been mutated and snuck into Paltricus. Upon opening the door, the lights had been shut off, interestingly enough–there was no Al. No refugees. Nothing. Something wasn’t right here.","Er það ekki fyndið? Við höfum helming mannvirki vinstri, og við getum ekki einu sinni forðast að meiða hvert annað. Ég flýtti skyndilega upp, Al er var handan við hornið, svo ég myndi ekki vera fínt inni. A líta á bak við mig tryggði að ég væri ekki lengur tailed eins og ég stóð fyrir framan björt glóandi skilti sem lesa, ""Alborn er Pawnshop!"" Með hægar skref, ég inn aftur.","Er það ekki einkennilegt að okkur hefur fækkað um helming og samt tekst okkur ekki að komast hjá því að vinna hvert öðru mein? Ég greikkaði sporið. Veðlánabúð Als var bara hinum megin við hornið og ég yrði óhult þegar ég væri komin þangað inn. Þar sem ég stóð undir glóandi skilti sem á stóð Veðlánabúð Alborns leit ég við til að ganga úr skugga um að enginn hefði veitt mér eftirför. Ég hægði á mér og steig inn í þessa kunnuglegu veröld. Búðin var hálfgert leynifylgsni þar sem Alborn tók oft á móti stökkbreyttu fólki sem hafði smyglað sér leið inn í Paltricus. Ljósin voru slökkt þegar ég kom inn, og af einhverjum ástæðum var Alborn hvergi að finna. Hér voru engir flóttamenn og ekkert að sjá. Eitthvað var ekki eins og það átti að vera."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,These good quality stickers are about 50p each. They'll cost the same again to post. And way more in my own time to individually package and send them.,Þessar góðu límmiðar eru um 50p hver. Þeir munu kosta það sama aftur til að senda. Og miklu meira á minn eigin tíma til að pakka og senda þá.,Þessir hágæða límmiðar kosta um 50 pens hver. Það mun kosta það sama að póstleggja þá. Og meira en það hvað varðar tímann sem það myndi taka mig að pakka hverjum og einum inn og senda þá.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,So the challenges in this are already showing themselves. I'm likely going to have a VERY difficult time getting a medical clearance due to the FAA's stance on certain medications.,Svo áskoranir í þessu eru nú þegar að sýna sig. Ég mun líklega eiga mjög erfitt með að fá læknishjálp vegna afstöðu FAA á tilteknum lyfjum.,"Ókei, þannig að það eru ýmsar áskoranir nú þegar farnar að gera vart við sig. Ég á líklega eftir að eiga MJÖG erfitt með að fá læknisleyfi vegna þess hvernig FAA metur viss lyf."
