Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,sv,"We often talk about how stories change the world, but we should also see how the world of identity politics affects the way stories are being circulated, read and reviewed.","Vi pratar ofta om hur berättelser förändrar världen, men vi bör också se hur identitetspolitikens värld påverkar hur berättelser cirkuleras, läses och granskas.","Vi talar ofta om hur historier kan förändra världen, men vi borde också se hur världen av identitetspolitik påverkar hur historier sprids, läses och blir recenserade."
alirezamsh/small100,sv,He was looking for a Turkish woman in the book because I happened to be one.,Han letade efter en turkisk kvinna i boken eftersom jag var en.,Han sökte en turkisk kvinna i denna bok eftersom jag råkade vara en.
alirezamsh/small100,sv,The one thing that all of them have in common is that they're going to die.,Det enda som alla har gemensamt är att de kommer att dö.,Det enda alla dessa människor har gemensamt är att de kommer att dö.
alirezamsh/small100,sv,So let me just run some viruses on my computer.,Så låt mig bara köra några virus på min dator.,Så låt mig bara köra några virus på min dator.
alirezamsh/small100,tr,Per-capita food production is up by a third.,Kişilik başına gıda üretimi üçte birine yükseldi.,Kişi başına gıda üretimi üç kat arttı.
alirezamsh/small100,tr,"To tackle this problem, governments are using new tools to visualize the budget so it's more understandable to the public.","Bu sorunu çözmek için hükümetler bütçe görselleştirmek için yeni araçlar kullanıyorlar, böylece halk için daha anlaşılabilir.","Bu sorunu çözmek amacıyla hükümetler, yeni araçlar kullanarak bütçelerini kamu için daha anlaşılabilir hale getirecek şekilde görselleştiriyorlar."
alirezamsh/small100,tr,"These are the lonely warriors like my father and many, many others, and a key frontier of development work is to help these lonely warriors join hands so they can together overcome the odds.","Bunlar babam gibi yalnız savaşçılar ve birçok, birçok, diğerleri gibi ve geliştirme çalışmasının anahtar bir sınırı bu yalnız savaşçılar elleri bir araya getirmek, böylece birlikte şansları aşabilirler.","Onlar, yalnız savaşçılar tıpkı babam ve diğerleri gibi. Kalkındırma çalışmalarının temel hattı bu yalnız savaşçıların el ele vermesine ve böylece engelleri aşmalarına yardımcı olmak."
alirezamsh/small100,tr,The differences were dramatic.,Farklılıklar dramatik oldu.,Farklar inanılmazdı.
alirezamsh/small100,tr,So one way of thinking about it is that babies and young children are like the research and development division of the human species.,"Bu yüzden bu konuda düşünmenin bir yolu, bebeklerin ve genç çocukların insan türünün araştırma ve geliştirme bölümü gibidir.",Bunu bebeklerin ve küçük çocukların insan türünün araştırma ve geliştirme bölümü olduğu olarak görebiliriz.
alirezamsh/small100,tr,"""Push it further.""",“Onu daha fazla sürükleyin.”,"""Daha da yukarı it."""
alirezamsh/small100,tr,"They'd go back to being consumers, clueless consumers, like we are most of the time.","Onlar çoğu zaman olduğu gibi, tüketiciler olmaya geri dönerler.","Tüketici olmaya devam edecekler çoğu zaman bizim de olduğumuz gibi, hiç bir fikri olmayan tüketiciler."
alirezamsh/small100,tr,"Fourteen years ago, I searched for beauty in the traditional things, in craft forms.","On dört yıl önce, geleneksel şeylere, sanat biçimlerinde güzellik arıyordum.",14 yıl önce geleneklerde ve el işlerinde güzelliği aradım.
alirezamsh/small100,tr,"Now to be clear, I'm a journalist and not a technologist, so what I'd like to do briefly is paint a picture of what the present and the future are going to look like.","Şimdi açıkça söylemek gerekirse, ben bir gazeteciyim, bir teknolojici değilim, bu yüzden kısaca yapmak istediğim şey bugünün ve geleceğin ne olacağına dair bir resim çizmektir.","Açık olmak gerekirse, ben gazeteciyim, teknolojist değilim, ve yapmak istediğim kısaca bugünün ve geleceğin nasıl görüneceğine dair bir resim çizmek."
alirezamsh/small100,tr,"(Laughter) So here it appears as if it's the viewer that's sort of instigating the sense of order among the panels, but it could also be the other way around, that the panels are so stuck within their preconditioned behaviors that they sort of thrust the viewer with the role of a tyrant.","(Gül) Böylece burada paneller arasında düzen duygusunu teşvik eden bir izleyicisi gibi görünüyor, ancak aynı zamanda diğer yoldan da olabilir, panellerin önceden koşullu davranışları içinde o kadar sıkışmış olmasıdır ki, izleyiciyi bir tırnak rolü ile sürükleyicidir.","(Gülüşmeler) Burada paneller arasındaki düzen hissini sanki izleyici kışkırtıyormuş gibi geliyor, ancak diğer şekilde de olabilir, yani paneller önceden şartlandıkları davranışlarına öylesine takılmışlar ki, bir zorba rolü ile izleyiciye bir nevi saldırıyorlar."
alirezamsh/small100,tr,And we're going to do things like eliminate restrictions.,Ve kısıtlamaları ortadan kaldırmak gibi şeyler yapacağız.,Ve kısıtlamaları kaldırmak gibi adımlar atacağız.
alirezamsh/small100,tr,"Well, it's one or two mutants.",Bir ya da iki mutant var.,Bir iki tane mutant var.
alirezamsh/small100,tr,"From then on, I was raised as a single child by a single mother.",O zamandan beri tek bir anne tarafından tek bir çocuk olarak büyüdüm.,"O günden sonra, bir dul annenin yetiştirdiği tek bir çocuk olarak büyüdüm."
alirezamsh/small100,tr,"It's not a language for science, research, a language we're used to in universities, a language we use in the workplace, a language we rely on if we were to perform an advanced research project, and it definitely isn't a language we use at the airport.","Bilim, araştırma için bir dil değil, üniversitelerde kullandığımız bir dil, işyerinde kullandığımız bir dil, gelişmiş bir araştırma projesi gerçekleştirmek istiyorsak kullandığımız bir dil ve kesinlikle havaalanında kullandığımız bir dil değildir.","Bilim için olan bir dil değil, araştırma için değil, üniversitelerde kullandığımız bir dil değil iş yerinde kullandığımız bir dil değil eğer ileri düzeyde araştırma yapıyor olsak güvendiğimiz bir dil değil, ve kesilikle hava alanında kullandığımız bir dil değil"
alirezamsh/small100,tr,"Well, when I looked into it, I realized that people didn't look at it as their team.","Evet, içine baktığımda, insanların bunu kendi takımı olarak görmediğini fark ettim.","Bunu araştırdığımda, insanların, bunu takımları olarak görmediklerini fark ettim."
alirezamsh/small100,tr,Okay? (Laughter) Even seasickness is a consequence of uncertainty.,Tamam? (gülüyor) Deniz karışıklığı bile belirsizlikten kaynaklanmaktadır.,Tamam mı? (Gülüşmeler) Hatta deniz tutması da belirsizliğin bir sonucudur.
alirezamsh/small100,tr,"And what is very exciting is that citizens were then able to give feedback as to which health or water points were not working, aggregated in the red bubbles that you see, which together provides a graphic visual of the collective voices of the poor.","Ve çok heyecan verici olan şey, vatandaşlar daha sonra hangi sağlık veya su noktalarının çalışmadığı hakkında geri bildirim verebiliyorlardı, gördüğünüz kırmızı kabarcıklarda toplanıp, birlikte fakirlerin kollektif seslerinin grafik bir görüntü sağlayan.",Vatandaşların daha sonra hangi sağlık ya da su noktasının işlemediğini bildirmeleri harikaydı. İşte şu gördüğünüz kırmızı balon kümeleri- ki biraraya geldiklerinde yoksul kesimden yükselen toplu sesin bir grafiğini oluşturuyor.
alirezamsh/small100,tr,"I mean, Adam Smith, already writing in the late 18th century, said, """" The Chinese market is larger and more developed and more sophisticated than anything in Europe. """" And, apart from the Mao period, that has remained more or less the case ever since.","Yani, 18. yüzyılın sonlarında zaten yazan Adam Smith, “Çin pazarı Avrupa'da her şeyden daha büyük ve daha gelişmiş ve daha sofistike” dedi.","Yani, Adam Smith, daha 18. yy 'da yazmıştı, """" Çin piyasası Avrupa' daki her şeye oranla daha büyük ve daha karmaşıktır. """" Ve, Mao dönemini saymazsanız, aşağı yukarı hep öyle kaldı."
alirezamsh/small100,tr,One woman straps herself.,Bir kadın kendini cezalandırıyor.,Bir kadın kendini boğazlıyor.
alirezamsh/small100,tr,"Sickness, health, tender violence.","Hastalık, sağlık ve azgın şiddet.","Hastalıkta, sağlıkta, şiddette"
